city,sector,sqft,bhk,floor,total_floors,age_years,amenities_score,dist_metro_km,dist_cyber_city_km,parking_spaces,furnishing,property_type,price_inr
Gurgaon,New Gurgaon,1069,1,30,40,14,6.5,1.1,11.7,0,Unfurnished,Villa,10287000.0
Gurgaon,New Gurgaon,862,2,19,25,8,3.1,2.6,7.6,1,Semi-Furnished,Apartment,4970000.0
Gurgaon,Sector 56-57,1195,1,0,25,2,4.7,9.7,11.4,0,Fully Furnished,Villa,10488000.0
Gurgaon,Sector 56-57,1160,2,13,40,0,2.8,5.6,4.0,1,Fully Furnished,Apartment,5010000.0
Gurgaon,Sector 56-57,897,2,3,40,6,5.3,5.0,5.1,1,Fully Furnished,Apartment,4912000.0
Gurgaon,New Gurgaon,987,3,29,30,10,7.6,0.2,8.1,1,Fully Furnished,Apartment,8765000.0
Gurgaon,Palam Vihar,645,1,24,40,3,6.8,4.0,6.4,1,Semi-Furnished,Apartment,3442000.0
Gurgaon,Manesar,1035,3,4,5,6,2.5,4.5,12.1,1,Semi-Furnished,Builder Floor,2879000.0
Gurgaon,Sector 29,1772,4,1,5,7,5.6,0.4,7.8,0,Semi-Furnished,Apartment,16233000.0
Gurgaon,DLF Phase 1-3,1572,4,9,15,0,9.4,0.2,6.4,2,Semi-Furnished,Apartment,20269000.0
Gurgaon,DLF Phase 1-3,1426,4,13,25,9,9.1,2.1,2.0,3,Fully Furnished,Builder Floor,21693000.0
Gurgaon,New Gurgaon,1300,3,17,30,1,6.5,6.1,8.8,1,Fully Furnished,Apartment,7782000.0
Gurgaon,Sector 29,1717,3,0,5,8,6.0,0.2,14.5,1,Unfurnished,Apartment,14093000.0
Gurgaon,Manesar,809,2,29,40,6,3.7,0.9,9.4,0,Unfurnished,Builder Floor,3936000.0
Gurgaon,Sohna Road,1087,3,12,20,9,6.0,3.6,13.7,1,Semi-Furnished,Apartment,4194000.0
Gurgaon,Manesar,1085,2,1,40,2,3.1,3.3,11.5,1,Semi-Furnished,Apartment,3273000.0
Gurgaon,Palam Vihar,1381,2,8,20,17,4.3,2.3,2.6,1,Unfurnished,Villa,10243000.0
Gurgaon,Manesar,1051,3,20,20,16,4.3,0.9,15.1,0,Semi-Furnished,Apartment,2901000.0
Gurgaon,Palam Vihar,823,3,30,30,0,4.7,4.5,13.8,2,Semi-Furnished,Apartment,4220000.0
Gurgaon,Sohna Road,1596,4,1,15,7,6.1,2.0,9.6,0,Unfurnished,Apartment,10220000.0
Gurgaon,Sohna Road,1564,4,1,5,12,6.3,2.5,14.3,0,Unfurnished,Apartment,8073000.0
Gurgaon,Golf Course Road,1815,5,2,10,5,7.9,1.2,1.5,0,Semi-Furnished,Villa,29093000.0
Gurgaon,Palam Vihar,1097,2,1,5,1,2.2,0.6,11.8,2,Semi-Furnished,Apartment,5490000.0
Gurgaon,Sohna Road,1910,4,5,10,9,7.0,1.3,7.8,1,Unfurnished,Apartment,12855000.0
Gurgaon,Sohna Road,1569,4,11,25,1,7.1,15.2,10.5,1,Fully Furnished,Villa,11903000.0
Gurgaon,Golf Course Road,2039,5,15,30,6,8.7,0.2,7.8,2,Unfurnished,Builder Floor,34420000.0
Gurgaon,Sector 56-57,1161,2,7,15,5,6.7,0.6,11.6,1,Unfurnished,Builder Floor,8950000.0
Gurgaon,DLF Phase 1-3,1890,3,3,5,7,9.8,4.9,11.0,0,Semi-Furnished,Apartment,19699000.0
Gurgaon,Sector 29,1440,2,17,20,0,5.6,3.5,5.5,1,Semi-Furnished,Builder Floor,17933000.0
Gurgaon,New Gurgaon,627,2,34,40,3,3.6,2.5,8.2,3,Fully Furnished,Apartment,4459000.0
Gurgaon,Palam Vihar,1031,3,21,25,9,3.9,1.4,11.7,3,Semi-Furnished,Builder Floor,5516000.0
Gurgaon,Golf Course Road,2626,5,15,15,8,8.4,0.2,5.6,3,Semi-Furnished,Apartment,39518000.0
Gurgaon,Sector 29,1070,3,7,10,12,5.8,0.4,14.9,0,Unfurnished,Apartment,9472000.0
Gurgaon,Sector 56-57,764,2,28,30,0,4.4,1.7,17.3,3,Unfurnished,Builder Floor,4056000.0
Gurgaon,Manesar,1166,3,1,5,0,4.2,14.0,15.2,1,Fully Furnished,Builder Floor,3426000.0
Gurgaon,Sohna Road,1163,2,8,15,10,4.9,0.4,8.9,2,Semi-Furnished,Apartment,8486000.0
Gurgaon,Manesar,642,1,0,15,3,3.0,0.2,14.5,1,Unfurnished,Apartment,2463000.0
Gurgaon,Sector 29,1529,4,0,10,11,6.7,0.2,9.1,1,Unfurnished,Apartment,12741000.0
Gurgaon,Sohna Road,1644,3,10,15,1,5.0,4.1,7.5,2,Unfurnished,Builder Floor,11940000.0
Gurgaon,New Gurgaon,857,3,25,40,1,4.8,2.5,11.7,1,Fully Furnished,Apartment,6299000.0
Gurgaon,Golf Course Road,1847,4,5,10,1,9.6,0.8,0.5,1,Unfurnished,Villa,30256000.0
Gurgaon,Sohna Road,1039,3,17,30,3,7.9,2.2,11.9,0,Unfurnished,Builder Floor,8986000.0
Gurgaon,Palam Vihar,944,1,0,25,2,4.0,14.3,5.6,2,Fully Furnished,Apartment,2775000.0
Gurgaon,Golf Course Road,1714,4,3,5,26,5.3,2.4,1.6,3,Semi-Furnished,Builder Floor,24161000.0
Gurgaon,Manesar,753,1,6,10,7,4.9,1.1,8.7,0,Unfurnished,Builder Floor,3453000.0
Gurgaon,New Gurgaon,1120,2,1,10,1,5.0,6.0,7.3,1,Unfurnished,Builder Floor,7822000.0
Gurgaon,Sector 29,1269,3,8,20,1,4.6,6.6,10.7,1,Semi-Furnished,Apartment,9398000.0
Gurgaon,Golf Course Road,2106,5,2,10,0,7.6,0.2,4.5,0,Unfurnished,Builder Floor,34956000.0
Gurgaon,Manesar,949,2,2,10,11,2.8,0.6,16.4,1,Unfurnished,Builder Floor,2614000.0
Gurgaon,Sector 56-57,949,2,16,40,6,3.8,1.8,12.1,2,Fully Furnished,Apartment,6570000.0
Gurgaon,Manesar,854,1,7,20,0,2.9,4.5,12.6,2,Unfurnished,Apartment,2644000.0
Gurgaon,New Gurgaon,995,2,6,40,3,8.7,1.4,13.5,0,Semi-Furnished,Villa,8522000.0
Gurgaon,Sohna Road,1491,4,13,15,1,6.2,9.1,11.1,0,Semi-Furnished,Apartment,7835000.0
Gurgaon,Golf Course Road,2150,5,34,40,1,8.6,0.5,2.8,1,Unfurnished,Builder Floor,37404000.0
Gurgaon,Palam Vihar,1162,3,13,20,7,4.0,1.1,3.6,0,Semi-Furnished,Builder Floor,6555000.0
Gurgaon,Golf Course Road,1125,1,11,25,0,10.0,6.5,4.5,1,Semi-Furnished,Apartment,18381000.0
Gurgaon,Palam Vihar,1031,2,16,40,6,3.1,1.0,19.1,3,Semi-Furnished,Apartment,2938000.0
Gurgaon,Golf Course Road,1765,4,11,40,13,5.0,0.4,0.5,0,Unfurnished,Apartment,22987000.0
Gurgaon,Sohna Road,1902,3,22,30,2,9.0,8.0,10.9,1,Semi-Furnished,Apartment,13004000.0
Gurgaon,DLF Phase 1-3,2224,4,31,40,1,8.9,0.7,2.4,0,Fully Furnished,Apartment,35416000.0
Gurgaon,Manesar,878,1,30,30,4,3.6,3.7,14.3,1,Unfurnished,Apartment,2619000.0
Gurgaon,Sector 56-57,1054,1,0,15,9,2.9,2.0,15.5,2,Unfurnished,Builder Floor,3066000.0
Gurgaon,DLF Phase 1-3,1603,2,3,15,10,10.0,2.5,11.6,0,Semi-Furnished,Villa,25719000.0
Gurgaon,Sohna Road,1266,3,2,10,24,7.0,1.0,16.4,0,Unfurnished,Apartment,5132000.0
Gurgaon,Palam Vihar,895,2,31,40,1,3.8,1.1,5.5,2,Fully Furnished,Apartment,5586000.0
Gurgaon,Sector 56-57,1164,2,22,25,22,5.3,2.2,7.3,0,Semi-Furnished,Apartment,3640000.0
Gurgaon,New Gurgaon,1274,2,2,10,19,5.7,0.2,14.4,2,Semi-Furnished,Apartment,6516000.0
Gurgaon,Golf Course Road,1850,4,3,5,6,7.6,1.1,0.5,0,Semi-Furnished,Villa,30572000.0
Gurgaon,Sector 29,1431,2,5,5,4,6.5,6.1,8.2,1,Semi-Furnished,Apartment,11555000.0
Gurgaon,New Gurgaon,1286,3,3,10,15,9.3,1.5,6.2,2,Semi-Furnished,Villa,10624000.0
Gurgaon,Golf Course Road,1140,1,0,40,0,10.0,1.5,3.9,0,Unfurnished,Apartment,15904000.0
Gurgaon,Sector 56-57,1337,3,12,20,5,3.6,4.3,16.9,1,Fully Furnished,Apartment,4241000.0
Gurgaon,Palam Vihar,975,1,15,15,10,3.1,12.9,5.6,0,Fully Furnished,Apartment,2941000.0
Gurgaon,Golf Course Road,2325,5,29,40,3,6.6,0.2,9.9,0,Semi-Furnished,Builder Floor,35642000.0
Gurgaon,Sohna Road,1780,4,10,30,1,4.1,3.2,15.9,2,Semi-Furnished,Builder Floor,14875000.0
Gurgaon,Sector 29,1051,2,5,15,0,6.1,2.2,14.1,0,Unfurnished,Builder Floor,9843000.0
Gurgaon,Palam Vihar,1129,1,17,20,9,2.5,0.2,9.7,2,Fully Furnished,Apartment,7218000.0
Gurgaon,Sector 56-57,1229,4,4,20,0,3.9,3.5,11.0,0,Semi-Furnished,Builder Floor,9120000.0
Gurgaon,Manesar,938,3,15,15,10,5.1,2.4,4.4,0,Unfurnished,Apartment,3772000.0
Gurgaon,Manesar,1033,2,5,10,14,4.0,1.0,17.3,2,Fully Furnished,Apartment,2670000.0
Gurgaon,Manesar,1199,1,9,10,6,5.1,0.9,8.1,0,Semi-Furnished,Apartment,4779000.0
Gurgaon,DLF Phase 1-3,1527,3,8,40,9,8.9,0.4,3.4,1,Unfurnished,Apartment,16147000.0
Gurgaon,New Gurgaon,1062,3,13,40,2,7.4,0.2,11.2,0,Semi-Furnished,Builder Floor,8893000.0
Gurgaon,Sector 29,1093,3,8,30,2,6.9,7.3,13.2,2,Unfurnished,Builder Floor,7616000.0
